10024,00,10783,00,6234,00,8981,00,7527,00,10006,00,7573,00,10768,00,4130,00,11539,00
18955,00,23980,00,10704,00,21314,00,17130,00,27413,00,13702,00,22300,00,12657,00,32130,00
9916,00,12774,00,7007,00,17512,00,8425,00,17594,00,9088,00,15313,00,10247,00,17897,00
12504,00,17340,00,5500,00,14415,00,12615,00,18663,00,8014,00,19109,00,9351,00,18678,00
10413,00,12944,00,6399,00,16775,00,9909,00,17418,00,6952,00,13845,00,10200,00,22088,00
8683,00,12836,00,4013,00,12167,00,11169,00,15297,00,8331,00,13762,00,3215,00,14474,00
13067,00,16194,00,6522,00,17002,00,15585,00,21757,00,7436,00,15262,00,9765,00,26363,00
12940,00,12501,00,7332,00,11199,00,12001,00,16069,00,7341,00,10602,00,7525,00,17348,00
16397,00,17348,00,8492,00,13673,00,11972,00,19412,00,12850,00,17831,00,9350,00,19514,00
12718,00,17821,00,7817,00,12122,00,8503,00,14883,00,11043,00,15582,00,4450,00,17189,00

13827,00,26156,00,9989,00,24012,00,8676,00,26986,00,7029,00,28097,00,13072,00,18924,00
11214,00,20733,00,6706,00,16057,00,7088,00,18788,00,7934,00,18303,00,12703,00,14473,00
5654,00,16241,00,5819,00,12828,00,6811,00,21747,00,3142,00,23458,00,8938,00,11108,00
5902,00,13842,00,2962,00,5009,00,4958,00,6544,00,5341,00,5107,00,4625,00,6485,00
7344,00,21479,00,7926,00,14109,00,6713,00,25440,00,4906,00,27171,00,11182,00,14622,00
6233,00,15229,00,6455,00,11384,00,5587,00,20387,00,2481,00,20042,00,6759,00,10918,00
10218,00,20942,00,6202,00,14724,00,7673,00,16366,00,5574,00,19116,00,8805,00,11724,00
12390,00,25813,00,8357,00,17716,00,7802,00,20901,00,6983,00,25663,00,10908,00,13183,00
9991,00,20108,00,5942,00,13128,00,7226,00,17210,00,8692,00,16287,00,10001,00,12363,00
9676,00,21655,00,8493,00,13923,00,7189,00,23155,00,5539,00,19179,00,8354,00,15683,00

10862,00,20594,00,17549,00,27222,00,6231,00,29429,00,8105,00,34920,00,14743,00,16325,00
4947,00,10581,00,11718,00,14684,00,2383,00,21712,00,3546,00,21978,00,11417,00,9871,00
5809,00,13664,00,13964,00,15110,00,4119,00,22264,00,7158,00,28963,00,16119,00,18281,00
5442,00,11730,00,11295,00,13116,00,3240,00,12147,00,3499,00,16620,00,8263,00,9854,00
5153,00,9895,00,7067,00,15591,00,3141,00,18387,00,8896,00,21624,00,8963,00,14878,00
6131,00,14334,00,13182,00,22018,00,5003,00,27227,00,6303,00,34192,00,13628,00,15158,00
5413,00,13539,00,16458,00,17232,00,3279,00,26769,00,6140,00,31454,00,14584,00,12061,00
5677,00,12170,00,12077,00,16370,00,1918,00,20309,00,3132,00,18279,00,9551,00,10088,00
3293,00,5797,00,6790,00,9198,00,2295,00,12260,00,3308,00,15065,00,7386,00,7846,00
8120,00,16567,00,17763,00,23690,00,5146,00,31278,00,6980,00,36426,00,15706,00,14293,00

6498,00,5039,00,2877,00,6479,00,3720,00,7290,00,3278,00,6001,00,4852,00,6707,00
1886,00,10278,00,6702,00,11711,00,1585,00,8237,00,3544,00,7368,00,6366,00,7580,00
21578,00,21458,00,12367,00,29112,00,8890,00,25514,00,8626,00,20519,00,19523,00,24472,00
9770,00,7552,00,5102,00,14114,00,6676,00,16557,00,6457,00,12145,00,9853,00,10975,00
9324,00,11267,00,7451,00,13092,00,5698,00,16352,00,7305,00,16082,00,11580,00,13522,00
16237,00,14961,00,8143,00,16822,00,7788,00,21380,00,6302,00,12437,00,15525,00,16416,00
14061,00,9316,00,7067,00,13691,00,5833,00,17097,00,3705,00,5408,00,11214,00,11804,00
16265,00,18654,00,11476,00,22317,00,9378,00,27073,00,8667,00,15709,00,14954,00,20816,00
12180,00,18029,00,14085,00,18188,00,6293,00,19320,00,6893,00,12287,00,14183,00,16904,00
11596,00,17397,00,8800,00,18758,00,5952,00,19584,00,7171,00,18122,00,18511,00,14958,00

10217,00,20017,00,10883,00,18749,00,7497,00,18348,00,9316,00,16817,00,10763,00,12825,00
8713,00,9009,00,10337,00,8849,00,10384,00,15555,00,4141,00,13299,00,8766,00,12871,00
18937,00,12823,00,15791,00,19611,00,6761,00,20296,00,6219,00,20624,00,9029,00,22700,00
12558,00,19376,00,8101,00,20859,00,7050,00,22679,00,6199,00,16417,00,7982,00,15077,00
15234,00,23900,00,14837,00,19026,00,10647,00,25828,00,10814,00,21744,00,11927,00,19697,00
16815,00,21281,00,13042,00,21853,00,9737,00,25464,00,7665,00,22574,00,10200,00,20592,00
16209,00,20223,00,15062,00,21441,00,6053,00,20160,00,8905,00,19358,00,7081,00,17092,00
15368,00,17326,00,12903,00,18801,00,9923,00,23894,00,7377,00,19974,00,10748,00,20664,00
10983,00,13559,00,11103,00,15758,00,4304,00,17037,00,6714,00,11646,00,4673,00,13198,00
17069,00,12417,00,12965,00,16968,00,4479,00,18088,00,6124,00,16913,00,5168,00,18557,00

6374,00,20511,00,9911,00,12573,00,5417,00,14874,00,8384,00,17453,00,6565,00,19547,00
5372,00,25018,00,14236,00,9410,00,2745,00,11943,00,6159,00,16877,00,2973,00,23661,00
10800,00,28794,00,15253,00,17078,00,5701,00,21935,00,14872,00,21632,00,5086,00,32501,00
6024,00,29001,00,13833,00,11284,00,3267,00,15247,00,10559,00,23397,00,4431,00,20246,00
6794,00,23841,00,12984,00,9628,00,4181,00,11452,00,8178,00,18995,00,2322,00,23933,00
5790,00,22863,00,8205,00,11226,00,4528,00,12517,00,8682,00,20810,00,6613,00,12624,00
7618,00,19698,00,13330,00,11407,00,5476,00,13663,00,5797,00,16930,00,1554,00,28766,00
5434,00,18659,00,7453,00,11505,00,3755,00,13511,00,6982,00,17155,00,6228,00,11318,00
9125,00,36115,00,17655,00,15816,00,3501,00,17735,00,9594,00,25268,00,5934,00,29608,00
6132,00,19508,00,10427,00,11674,00,3610,00,16470,00,5729,00,16968,00,6236,00,17225,00

5734,00,15234,00,10644,00,18540,00,7400,00,20048,00,18671,00,26901,00,7666,00,18050,00
5292,00,21054,00,12905,00,24817,00,9515,00,25360,00,18472,00,28090,00,8895,00,19743,00
4078,00,18916,00,10927,00,22495,00,9745,00,23698,00,15214,00,24867,00,7769,00,15482,00
5902,00,16469,00,9721,00,17778,00,5371,00,21094,00,9312,00,23949,00,5003,00,20229,00
5191,00,16407,00,9726,00,14144,00,6460,00,16891,00,14198,00,23627,00,6612,00,17177,00
4443,00,14990,00,7949,00,18724,00,8653,00,22031,00,12217,00,24441,00,6181,00,15818,00
1935,00,10643,00,5709,00,11283,00,4739,00,14883,00,9168,00,13992,00,5254,00,10200,00
5853,00,13360,00,10183,00,16052,00,6641,00,17150,00,16824,00,21022,00,6336,00,17402,00
4715,00,15267,00,10629,00,16397,00,8513,00,20247,00,16404,00,22964,00,7213,00,17116,00
4239,00,23785,00,11611,00,22731,00,13025,00,30140,00,14531,00,29026,00,9004,00,19666,00

